director,d_score
Patty Jenkins,11.4405992694855
Paul Feig,55.6242676559736
Paul Greengrass,151.144299800127
Paul Haggis,46.3055828549122
Paul King,13.1945401902661
Paul Mazursky,0.300201354567088
Paul McGuigan,42.5709628208086
Paul Schrader,2.99581522159742
Paul Thomas Anderson,62.8536254922176
Paul Verhoeven,52.164204874908
Paul W.S. Anderson,122.036608829319
Paul Weiland,11.6487509671714
Paul Weitz,34.6003572424814
Pawe? Pawlikowski,3.38852419804927
Pedro Almod?var,24.9202163950139
Penny Marshall,3.7525169320886
Pete Docter,279.341699618402
Pete Travis,38.4584642505738
Peter Berg,88.8296296021456
Peter Billingsley,16.9238953031494
Peter Bogdanovich,0.996094947966715
Peter Cattaneo,9.92242987263473
Peter Chelsom,17.9362718466347
Peter Farrelly,70.4767702957332
Peter Hedges,10.8428878069211
Peter Hewitt,23.2896475770925
Peter Howitt,21.1974332061062
Peter Hyams,13.3780160509291
Peter Jackson,597.171451663786
Peter Ramsey,30.1649325176635
Peter Segal,80.6818021591397
Peter Sollett,10.7376754725323
Peter Spierig,26.8242004761714
Peter Stebbings,4.07737411594028
Peter Webber,28.3943249044553
Peter Weir,107.595303931954
Peyton Reed,89.3719896478445
Phil Alden Robinson,15.2081505971257
Phil Joanou,8.89972813049736
Phil Traill,8.21060267182494
Philip G. Atwell,16.8493796136328
Philip Kaufman,4.42872057928349
Phillip Noyce,32.502515426692
Phyllida Lloyd,35.4396717134224
Pierre Coffin,53.3505861961049
Pierre Morel,108.338011354776
Pitof,23.4361233480176
Pixote Hunt,10.7113478169163
Prachya Pinkaew,6.27385892116183
Quentin Dupieux,6.48896631823461
Quentin Tarantino,375.677680641125
Rachid Bouchareb,3.22085399008476
Raja Gosnell,53.5128416984279
Rajkumar Hirani,25.0228070853629
Ralph Fiennes,3.08220392404066
Raman Hui,78.7864509711533
Rand Ravich,9.30658089010757
Randall Miller,1.36187439583402
Randall Wallace,15.952868475321
Rawson Marshall Thurber,50.1147566243302
Raymond De Felitta,2.06661427794233
Reb Braddock,0.900604063701263
Rebecca Miller,1.65560165975104
Reggie Rock Bythewood,1.56627251903671
Reginald Hudlin,0.836844005777564
Renny Harlin,26.5835564686274
Reza Bagher,0.43942731277533
Rian Johnson,59.0074852908567
Ric Roman Waugh,22.9606399659819
Rich Moore,90.2408364747315
Richard Benjamin,0.882066641124562
Richard Curtis,56.4757147748421
Richard Donner,46.7042880876716
Richard Eyre,6.17927472039757
Richard J. Lewis,3.3321718931475
Richard Kelly,60.703582929603
Richard LaGravenese,31.6806506104056
Richard Linklater,43.5096793821573
Richard Loncraine,12.996914784868
Richard Rich,0.790181396329888
Richard Shepard,4.61825726141079
Richard Stanley,8.25553725059491
Rick Famuyiwa,6.69635763980837
Rick Rosenthal,5.97463059172795
Ridley Scott,304.485829324413
Ringo Lam,6.45432912319239
Rintaro,2.91713520475967
Risa Bramon Garcia,1.84375659143641
Rob Bowman,36.8530652680151
Rob Cohen,140.811991731726
Rob Letterman,42.5977816947249
Rob Marshall,100.88749660588
Rob McKittrick,7.58091286307054
Rob Minkoff,41.2791716939334
Rob Pritts,0.853795669685756
Rob Reiner,31.0520423932863
Rob Schmidt,21.6051762114537
Rob Sitch,2.27950351349576
Rob Thomas,7.73473045636288
Rob Zombie,14.8683782705307
Robert Altman,6.40346752264317
Robert B. Weide,5.79183707306289
Robert Butler,1.40277139292047
Robert C. Cooper,5.85691389410854
Robert D. Siegel,0.781962159221423
Robert De Niro,11.6967855429394
Robert Iscove,11.0160094892353
Robert Kurtzman,2.89321599789847
Robert Luketic,65.562978426489
Robert Moresco,0.932352470814009
Robert Pulcini,8.20327621272279
Robert Redford,17.608889513697
Robert Rodriguez,89.7991039883529
Robert Schwentke,102.914700038527
Robert Stromberg,64.6077485178547
Robert Towne,0.861050900665221
Robert Walker,34.4579954188076
Robert Zemeckis,145.57481184408
Roberto Benigni,116.254679188284
Rod Lurie,7.15144946848595
Rodrigo Cort?s,17.1502802963637
Rodrigo Garc?a,5.24179732319537
Roger Christian,8.46142272508426
Roger Donaldson,34.433291417304
Roger Kumble,29.9781858040625
Roger Michell,37.2617337336212
Roger Spottiswoode,42.4012610999157
Roland Emmerich,274.943426282642
Roman Polanski,55.8584286269693
Ron Clements,58.8287252906022
Ron Howard,162.172785047439
Ron Shelton,4.23782910912042
Ron Underwood,4.42277848998043
Ronald F. Maxwell,1.36197610351018
Ronaldo Del Carmen,65.5978718794386
Ronny Yu,20.7613398202656
Ruben Fleischer,79.5513532181762
Rupert Sanders,51.7516241696866
Rupert Wainwright,7.37502636574562
Rupert Wyatt,81.2064912554142
Russell Mulcahy,51.7962410345008
Ry?hei Kitamura,6.63783574665635
Ryan Coogler,16.0360143479622
Ryan Fleck,14.0301974448316
Ryan Murphy,13.837157323086
RZA,6.09506587821826
Salim Akil,1.14706170190804
Sam Fell,27.9942266892467
Sam Levinson,0.909502797257899
Sam Mendes,185.006159959223
Sam Miller,2.43550336169212
Sam Raimi,196.787340161038
Sam Taylor-Johnson,32.3583860949951
Sam Weisman,1.49256485973423
Sammo Hung,4.20831417876141
Samuel Bayer,20.1684088269454
Sara Sugarman,7.9829295154185
Scott Cooper,16.2653156384899
Scott Derrickson,41.3827539757377
Scott Frank,16.2682291525941
Scott Hicks,14.8010919713065
Scott Sanders,4.35664631566221
Scott Silver,1.05357519510652
Scott Speer,9.96091784727336
Scott Stewart,25.8717096687704
Scott Walker,7.10234671911128
Scott Waugh,22.6141435845257
Sean Anders,21.3145652944048
Sean McNamara,8.89291623985502
Sean Penn,65.081368975621
Sergey Bodrov,5.07041516150987
Seth Gordon,56.4674167679971
Seth MacFarlane,71.6868316158295
Seth Rogen,37.1481172091062
Shane Acker,40.7737411594028
Shane Black,137.53755353791
Shane Carruth,13.7998489071978
Shane Meadows,11.951063489525
Sharon Maguire,37.5670094661733
Shawn Levy,142.635727366441
Shekhar Kapur,14.80100281164
Shim Hyung-rae,3.51028741950683
Shinji Aramaki,7.31944912593032
Shusuke Kaneko,4.91604030065569
Sidney Lumet,9.59478561331867
Simon Brand,2.96657604349912
Simon Curtis,8.64027657395004
Simon Hunter,2.99353376809992
Simon J. Smith,46.9598450342914
Simon Wells,33.1606676564723
Simon West,103.908498736743
Simon Wincer,7.85974334040743
Sngmoo Lee,3.74138598528842
Sofia Coppola,62.4706563561935
Spencer Susser,4.91056910569106
Spike Jonze,62.2589667869987
Spike Lee,44.5166529778492
Stanley Kubrick,40.5626450116009
Stefan Ruzowitzky,3.35792981253691
Stefan Schwartz,0.613712484402706
Stefen Fangmeier,36.1074684151607
Stephen Chbosky,36.9654458354904
Stephen Chow,32.6640969162996
Stephen Daldry,31.0201882076539
Stephen Elliott,1.29802328887982
Stephen Frears,23.2547644755358
Stephen Gaghan,17.4273858921162
Stephen Herek,27.3921649834608
Stephen Hillenburg,19.7742290748899
Stephen Hopkins,19.2177538544224
Stephen J. Anderson,29.798439872258
Stephen Kay,6.53526970954357
Stephen Kessler,4.38366060287647
Stephen Norrington,98.9012519448321
Stephen Sommers,153.387507020897
Stephen St. Leger,11.8515169854244
Stephen T. Kay,5.85790804044295
Steve 'Spaz' Williams,9.40828402366864
Steve Antin,15.1993805652342
Steve Bendelack,22.075807549343
Steve Carr,26.1977122611829
Steve James,0.613712484402706
Steve Martino,30.3257986072731
Steve McQueen,41.0051068515667
Steve Miner,10.7737876238828
Steve Pink,25.1256803445744
Steve Shill,3.0719941969413
Steve Trenbirth,7.28657215377948
Steven Brill,19.8354656561943
Steven Knight,13.6260485872371
Steven Quale,22.2091042906609
Steven R. Monroe,12.7440960123887
Steven Soderbergh,197.417597724631
Steven Spielberg,426.041378209045
Steven Zaillian,5.4281971661102
Stuart Baird,28.3433392101912
Stuart Beattie,5.7289972899729
Stuart Townsend,1.9501596775038
Susan Stroman,5.4896265560166
Susanne Bier,2.2621852259044
Sydney Pollack,10.2927337317879
Sylvain Chomet,6.12889246579583
Sylvester Stallone,91.5032266430263
Taika Waititi,1.05226480836237
Takao Okawara,1.05357519510652
Takashi Miike,6.84727137562834
Takashi Shimizu,22.7037444933921
Takeshi Kitano,3.44035869041887
Tamra Davis,8.67548772301907
Tarsem Singh,28.043621532317
Tate Taylor,41.9381845402254
Taylor Hackford,51.9141946875546
Ted Demme,30.7718091490154
Terence Davies,0.371930669234473
Terrence Malick,38.0295199761286
Terry George,26.5853524229075
Terry Gilliam,62.555318125801
Terry Zwigoff,17.5013929301059
Thomas Carter,17.280703484347
Thomas Langmann,11.0630595777606
Thomas Vinterberg,11.3718127264906
Thor Freudenthal,23.6383448055917
Ti West,4.29487432038452
Tim Blake Nelson,3.0719941969413
Tim Burton,244.892429775356
Tim Fywell,6.62240663900415
Tim Hill,27.8998055608047
Tim Johnson,44.4809443470169
Tim Pope,7.35493318689365
Tim Story,114.052767225896
Timo Vuorensola,8.40893348013445
Timur Bekmambetov,58.6100855502578
Tod Williams,19.4084397986837
Todd Haynes,5.76143845840388
Todd Lincoln ,1.805945445398
Todd Phillips,191.509989822657
Todd Solondz,4.42240007295571
Todd Strauss-Schulson,7.93288550941612
Tom Dey,28.7890661366794
Tom Gormican,14.827130355796
Tom Hanks,8.64027657395004
Tom Hooper,74.8867858866989
Tom McCarthy,15.5035975375646
Tom McGrath,155.02473215641
Tom Shadyac,115.013070901787
Tom Tykwer,69.9911750093251
Tom Vaughan,19.9760177928591
Tomas Alfredson,29.2194926494971
Tommy Lee Jones,5.4896265560166
Tommy O'Haver,13.2560572687225
Tommy Wirkola,47.1865001438213
Tony Bill,13.3919718535103
Tony Giglio,12.0248962655602
Tony Gilroy,40.0271111547355
Tony Goldwyn,4.03368176538908
Tony Kaye,131.310262351446
Tony Leech,19.1701244813278
Tony Scott,123.479452224437
Trey Parker,19.1150881057269
Troy Duffy,28.7695777781878
Troy Miller,5.9245960502693
Troy Nixey,8.47657762291909
Tsui Hark,2.98141695702671
Ulu Grosbard,1.75595865851086
Uwe Boll,6.33195020746888
Vadim Perelman,4.01782950535504
Valerie Faris,61.6200223892532
Vicky Jenson,130.417288544499
Victor Salva,14.2264407146891
Vincent Paronnaud,0.909502797257899
Vincent Ward,28.7375738097018
Vincenzo Natali,36.0336901556446
Vondie Curtis-Hall,0.355748195702398
Wally Pfister,35.8099285488358
Walt Becker,36.3270155764191
Walter Hill,15.7727133619347
Walter Salles,8.13909871126862
Warren Beatty,2.36788997682936
Wash Westmoreland,15.4694609127258
Wayne Kramer,9.17559988058781
Wayne Wang,13.5285343698589
Werner Herzog,11.8115554597264
Wes Anderson,80.2974602980343
Wes Ball,69.475401438045
Wes Craven,80.1555778120189
Will Gluck,68.6542981018327
Will Speck,17.8885017421603
Willard Carroll,1.50683907616414
William Brent Bell,6.09950203478989
William Eubank,9.1532104362495
William Friedkin,11.3225443746655
William Malone,5.38094339101086
William Monahan,7.36585365853658
Wilson Yip,49.3084583465224
Wim Wenders,1.7684776613348
Wolfgang Becker,17.4332941249304
Wolfgang Petersen,85.1660078940588
Wong Kar-wai,9.43759221658793
Woody Allen,64.9599738067351
Wych Kaosayananda,2.09500033735915
Xavier Beauvois,2.10452961672474
Xavier Gens,41.0313596146799
Xavier Palud,9.43613905161932
Y?ji Yamada,2.87092638823291
Zach Braff,20.7995594713656
Zacharias Kunuk,0.498047473983358
Zack Snyder,243.321296038453
Zal Batmanglij,4.14755361841231
Zhang Yimou,16.9225349760932
